StockCode,Description,Revenue,Units_Sold,Avg_Unit_Price
21110,LARGE CAKE TOWEL PINK SPOTS,3815.7,1105,6.258814814814814
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1651.02,900,2.9389473684210525
21112,SWISS ROLL TOWEL PINK  SPOTS,1913.6899999999998,706,3.641282051282051
21112,"SWISS ROLL TOWEL, PINK  SPOTS",971.44,653,2.4974418604651163
21114,LAVENDER SCENTED FABRIC HEART,1778.08,1341,1.9399280575539566
21115,ROSE CARAVAN DOORSTOP,3162.24,562,7.511472392638037
21116,OWL DOORSTOP,4051.79,695,6.7411111111111115
21117,BLOND DOLL DOORSTOP,141.75,109,1.6428571428571428
21120,*Boombox Ipod Classic,16.98,1,16.98
21121,SET/10 RED POLKADOT PARTY CANDLES,7998.85,6606,1.3711488250652741
21122,SET/10 PINK POLKADOT PARTY CANDLES,6488.54,5325,1.373
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1380.84,1143,1.185923566878981
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4863.05,4011,1.2982644628099174
21125,SET 6 FOOTBALL CELEBRATION CANDLES,830.98,657,1.3202884615384616
21126,SET OF 6 GIRLS CELEBRATION CANDLES,748.95,592,1.3354330708661417
21128,GOLD FISHING GNOME,546.6,68,10.019166666666667
21129,SILVER FISHING GNOME,419.52000000000004,52,9.361851851851853
21131,GOLD STANDING GNOME,398.02,106,5.6049999999999995
21132,SILVER STANDING GNOME,217.35999999999999,44,5.079090909090909
21135,VICTORIAN  METAL POSTCARD SPRING,3206.0,2869,1.8941208791208792
21136,PAINTED METAL PEARS ASSORTED,7793.139999999999,4687,1.8063031914893617
21137,BLACK RECORD COVER FRAME,40633.38,11651,4.215585106382979
21143,ANTIQUE GLASS HEART DECORATION,707.23,327,2.474736842105263
21144,PINK POODLE HANGING DECORATION,16.8,5,3.36
21145,ANTIQUE GLASS PLACE SETTING,152.5,122,1.25
21147,JINGLE BELLS TREE DECORATION,415.77,203,2.046493506493506
21154,RED RETROSPOT OVEN GLOVE,6320.51,4034,1.946069868995633
21155,RED RETROSPOT PEG BAG,9296.3,3155,3.131690427698574
21156,RETROSPOT CHILDRENS APRON,6091.099999999999,3170,2.3748888888888886
21157,RED RETROSPOT WASHBAG,225.5,78,3.3058823529411767
21158,MOODY GIRL DOOR HANGER,781.87,1469,0.9722285714285716
21159,MOODY BOY  DOOR HANGER,601.79,1126,1.0303225806451612
21160,KEEP OUT GIRLS DOOR HANGER,3.36,1,3.36
21161,KEEP OUT BOYS DOOR HANGER,229.92,143,1.7833333333333334
21162,TOXIC AREA  DOOR HANGER,792.9799999999999,1462,0.9853658536585366
21163,DO NOT TOUCH MY STUFF DOOR HANGER,680.55,1196,1.0219847328244274
21164,HOME SWEET HOME METAL SIGN,5155.9800000000005,1766,3.292605633802817
21165,BEWARE OF THE CAT METAL SIGN,6935.7,4154,2.156901098901099
21166,COOK WITH WINE METAL SIGN,20874.440000000002,10324,2.3886126373626375
21167,WHITE SAGE INCENSE,337.14,1432,0.34253731343283583
21169,YOU'RE CONFUSING ME METAL SIGN,7301.77,4413,2.245964912280702
21171,BATHROOM METAL SIGN,613.14,438,1.7678082191780824
21172,PARTY METAL SIGN,5338.63,3485,2.0224472573839662
21174,POTTERING IN THE SHED METAL SIGN,9405.76,4175,2.6952573529411765
21175,GIN + TONIC DIET METAL SIGN,25792.47,11709,2.7445669291338586
21175,GIN AND TONIC DIET METAL SIGN,1237.5,498,3.1483999999999996
21179,NO JUNK MAIL METAL SIGN,1313.79,1940,1.1986764705882353
21181,PLEASE ONE PERSON METAL SIGN,25225.480000000003,12274,2.426067677946324
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,6.72,2,3.36
21187,WHITE BELL HONEYCOMB PAPER GARLAND,648.4499999999999,369,2.120408163265306
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1021.9000000000001,326,3.834705882352941
21189,WHITE HONEYCOMB PAPER GARLAND,888.67,355,2.5816438356164384
21190,PINK HEARTS PAPER GARLAND,245.20000000000002,168,1.5928571428571427
21191,LARGE WHITE HONEYCOMB PAPER BELL,1451.82,562,3.066421052631579
21192,WHITE BELL HONEYCOMB PAPER,1923.29,1092,2.4459340659340656
21194,PINK  HONEYCOMB PAPER FAN,555.97,498,1.6775757575757575
21195,PINK  HONEYCOMB PAPER BALL,1308.56,693,2.8253086419753086
21196,ROUND WHITE CONFETTI IN TUBE,189.67999999999998,108,2.0014285714285713
21197,MULTICOLOUR  CONFETTI IN TUBE,382.9599999999999,284,1.6192592592592592
21198,WHITE HEART CONFETTI IN TUBE,1006.8199999999999,1028,1.4450704225352111
21199,PINK  HEART CONFETTI IN TUBE,888.3299999999999,966,1.5878481012658228
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1531.14,1119,1.9658666666666667
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2987.82,1240,3.166153846153846
21202,DOLLY HONEYCOMB GARLAND,485.46,474,1.7524000000000002
21204,DAISIES  HONEYCOMB GARLAND,868.4399999999999,499,1.9561176470588233
21205,MULTICOLOUR 3D BALLS GARLAND,677.19,253,2.811971830985915
21206,STRAWBERRY HONEYCOMB  GARLAND,1610.9199999999998,1290,1.9194594594594594
21207,SKULL AND CROSSBONES  GARLAND,1684.85,1067,1.6689473684210525
21208,PASTEL COLOUR HONEYCOMB FAN,697.77,940,1.2677380952380952
21209,MULTICOLOUR HONEYCOMB FAN,886.2399999999999,1224,1.396629213483146
21210,SET OF 72 RETROSPOT PAPER  DOILIES,8368.39,5808,1.7856512141280352
21211,SET OF 72 SKULL PAPER  DOILIES,1270.07,883,1.7360576923076922
21212,PACK OF 72 RETROSPOT CAKE CASES,21246.45,36396,0.7612056213017753
21213,PACK OF 72 SKULL CAKE CASES,8414.59,15169,0.797123695976155
21215,IVORY PAPER CUP CAKE CASES,744.35,1087,0.9225396825396827
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",11382.81,2128,7.409124423963133
21217,RED RETROSPOT ROUND CAKE TINS,11522.44,1088,12.575697674418604
21218,RED SPOTTY BISCUIT TIN,10116.49,2433,5.90964824120603
21219,SET/4 BADGES BALLOON GIRL,561.84,448,1.4985555555555556
21220,SET/4 BADGES DOGS,445.01,338,1.5551685393258428
21221,SET/4 BADGES CUTE CREATURES,340.22,261,1.3612962962962964
21222,SET/4 BADGES BEETLES,348.19,265,1.5762162162162163
21224,SET/4 SKULL BADGES,1080.0,914,1.0932934131736527
21226,POCKET MIRROR WOODLAND,80.55,93,0.914
21228,"POCKET MIRROR ""GLAMOROUS""",6.25,5,1.25
21231,SWEETHEART CERAMIC TRINKET BOX,7617.28,6054,1.5708023483365947
21232,STRAWBERRY CERAMIC TRINKET BOX,14117.58,10473,1.6572816901408451
21232,STRAWBERRY CERAMIC TRINKET POT,2131.2200000000003,1369,1.7832539682539683
21238,RED RETROSPOT CUP,3488.44,3969,1.0694117647058823
21239,PINK  POLKADOT CUP,2707.34,3016,1.1209354838709678
21240,BLUE POLKADOT CUP,3110.2599999999998,3570,1.113211009174312
21242,RED RETROSPOT PLATE,5699.71,3373,2.085625
21243,PINK  POLKADOT PLATE,3449.6,2065,2.1288709677419355
21243,PINK POLKADOT PLATE,377.56,220,2.1284
21244,BLUE POLKADOT PLATE,3789.3199999999997,2282,2.0589847715736043
21245,GREEN POLKADOT PLATE,1787.1999999999998,1075,2.006124031007752
21246,RED RETROSPOT BIG BOWL,1336.78,286,4.550833333333333
21248,DOOR HANGER  MUM + DADS ROOM,330.71999999999997,205,1.8424242424242423
21249,WOODLAND  HEIGHT CHART STICKERS,2160.0,724,3.8703361344537814
21250,SET OF SKULL WALL STICKERS,274.37,95,3.3560000000000003
21251,DINOSAUR HEIGHT CHART STICKER SET,568.98,182,3.5830434782608696
21253,SET OF PICTURE FRAME  STICKERS,590.4200000000001,134,5.0358064516129035
21257,VICTORIAN SEWING BOX MEDIUM,6901.42,688,11.262595419847328
21258,VICTORIAN SEWING BOX LARGE,7674.799999999999,532,17.17723926380368
21259,VICTORIAN SEWING BOX SMALL,7077.2,1179,7.013789473684211
21260,FIRST AID TIN,3722.23,1161,3.5810119047619047
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,672.09,187,5.107777777777778
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,1233.21,332,4.546025641025642
21263,GREEN GOOSE FEATHER TREE 60CM,349.17,167,2.4969767441860466
21264,WHITE GOOSE FEATHER TREE 60CM,571.65,283,2.3625000000000003
21265,PINK GOOSE FEATHER TREE 60CM,267.21,131,2.568947368421053
21268,VINTAGE BLUE TINSEL REEL,0.84,2,0.42
21269,ANTIQUE CREAM CUTLERY SHELF,254.98000000000002,29,8.946315789473683
21270,ANTIQUE CREAM CUTLERY CUPBOARD,530.19,50,11.344722222222224
21272,SALLE DE BAIN HOOK,777.5699999999999,548,1.752952380952381
21275,ZINC TOP  2 DOOR WOODEN SHELF,270.08,13,21.094166666666666
21277,FRENCH STYLE EMBOSSED HEART CABINET,571.43,26,22.25590909090909
21278,VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,2.55
21279,VINTAGE KITCHEN PRINT FRUITS,266.15,85,3.9972413793103443
21280,VINTAGE KITCHEN PRINT VEGETABLES,165.75,65,2.55
21281,VINTAGE KITCHEN PRINT SEAFOOD,129.63,43,3.9771428571428564
21284,RETROSPOT CANDLE  SMALL,374.49,403,2.0392857142857146
21285,RETROSPOT CANDLE  MEDIUM,413.88,365,2.175581395348837
21286,RETROSPOT CANDLE  LARGE,362.12,273,2.675
21287,SCENTED VELVET LOUNGE CANDLE,760.15,1790,0.5452727272727272
21288,STRIPEY CHOCOLATE NESTING BOXES,1061.41,355,3.314363636363636
21289,LARGE STRIPES CHOCOLATE GIFT BAG,708.75,567,1.25
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,819.64,943,1.0317307692307691
21292,SMALL STRIPES CHOCOLATE GIFT BAG,594.51,867,0.874642857142857
21293,MIRRORED DOVE WALL DECORATION,276.72,116,2.6748000000000003
21294,ETCHED GLASS COASTER,825.49,1618,0.8383561643835616
21306,SET/4 DAISY MIRROR MAGNETS,192.73999999999998,494,1.044318181818182
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.199999999999996,79,1.2646153846153847
21310,CAPIZ CHANDELIER,29.95,1,29.95
21311,SET/4 BIRD MIRROR MAGNETS,181.32999999999998,459,0.9040384615384615
21313,GLASS HEART T-LIGHT HOLDER,2893.77,3321,1.149158878504673
21314,SMALL GLASS HEART TRINKET POT,9798.980000000001,4246,2.8415313653136534
21316,SMALL CHUNKY GLASS ROMAN  BOWL,214.73000000000002,159,3.048666666666667
21317,GLASS SPHERE CANDLE STAND MEDIUM,684.08,111,6.655142857142858
21318,GLASS CHALICE BLUE SMALL,421.78,694,1.318
21319,GLASS CHALICE GREEN  SMALL,175.78,161,1.9857894736842103
21320,GLASS CHALICE GREEN  LARGE,364.22,197,2.941
21324,HANGING MEDINA LANTERN SMALL,259.67,81,3.4785714285714286
21326,AGED GLASS SILVER T-LIGHT HOLDER,6859.27,10535,0.8200289017341041
21327,SKULLS WRITING SET,1484.1299999999999,864,1.9820703124999999
21328,BALLOONS  WRITING SET,2410.43,1337,2.2488218390804597
21329,DINOSAURS  WRITING SET,1723.6899999999998,941,2.1594791666666664
21331,MOROCCAN BEATEN METAL DISH LARGE,165.74,12,14.3425
21332,MOROCCAN BEATEN METAL MIRROR,268.1,19,16.092307692307692
21333,CLASSIC WHITE FRAME,168.16000000000003,56,3.1350000000000002
21336,GOLD WASHBAG,54.57,27,2.026
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,11300.02,975,13.383676975945017
21344,MOROCCAN BEATEN METAL DISH,160.09,15,11.756666666666666
21348,PINK SPOTS CHOCOLATE NESTING BOXES,361.55999999999995,140,3.31
21349,IVY HEART WREATH,155.6,18,8.610000000000001
21351,CINAMMON & ORANGE WREATH,672.88,104,6.652222222222222
21352,EUCALYPTUS & PINECONE  WREATH,1511.2600000000002,378,5.135454545454546
21354,TOAST ITS - BEST MUM,1007.71,799,1.5822105263157895
21355,TOAST ITS - I LOVE YOU,992.58,789,1.3647967479674796
21356,TOAST ITS - FAIRY FLOWER,703.3,642,1.219078947368421
21357,TOAST ITS - DINOSAUR,23.75,19,1.25
21358,TOAST ITS - HAPPY BIRTHDAY,493.29,411,1.1811111111111112
21359,RELAX LARGE WOOD LETTERS,844.28,129,10.630344827586207
21360,JOY LARGE WOOD LETTERS,236.17,39,9.0825
21361,LOVE LARGE WOOD LETTERS,1505.96,106,15.432028985507246
21363,HOME SMALL WOOD LETTERS,1403.94,243,6.5088372093023255
21364,PEACE SMALL WOOD LETTERS,222.96,30,7.3183333333333325
21365,MIRRORED WALL ART STARS,447.09000000000003,363,1.972962962962963
21366,MIRRORED WALL ART PHOTO FRAMES,470.16999999999996,89,5.890851063829787
21367,MIRRORED WALL ART GENTS,199.48999999999998,171,2.19953488372093
21368,MIRRORED WALL ART LADIES,143.28,163,1.2448484848484849
21369,MIRRORED WALL ART SPLODGES,161.49,101,2.515
21370,MIRRORED WALL ART FOXY,100.66000000000001,16,5.775555555555556
21371,MIRRORED WALL ART POPPIES,319.71,287,1.6355263157894737
21372,MIRRORED WALL ART TABLE LAMP,107.75,75,1.9772727272727273
21373,MIRRORED WALL ART SNOWFLAKES,389.04,512,0.8572340425531915
21374,MIRRORED WALL ART SKULLS,463.79,304,2.366739130434783
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,312.77,41,8.400357142857143
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,192.81,33,6.459411764705883
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,215.68,121,2.4429268292682926
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,217.89,142,2.119705882352941
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,246.82999999999998,178,1.8538
21380,WOODEN HAPPY BIRTHDAY GARLAND,6307.51,2165,3.49
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3131.2400000000002,1811,2.377920353982301
21382,SET/4 SPRING FLOWER DECORATION,1376.53,1143,2.0197674418604654
21383,PACK OF 12 STICKY BUNNIES,751.28,991,1.0253254437869823
21385,IVORY HANGING DECORATION  HEART,3442.45,3883,1.1086196319018404
21386,IVORY HANGING DECORATION  EGG,285.64,709,0.5614545454545454
21389,IVORY HANGING DECORATION  BIRD,964.2299999999999,1113,0.9474626865671641
21390,FILIGRIS HEART WITH BUTTERFLY,4848.13,3903,1.4722374429223746
21391,FRENCH LAVENDER SCENT HEART,1055.59,1069,1.510462962962963
21392,RED POLKADOT PUDDING BOWL,46.39,34,1.7125000000000001
21393,BLUE POLKADOT PUDDING BOWL,38.67,29,1.45875
21394,RED POLKADOT BEAKER,1603.77,3865,0.6057251908396946
21395,BLUE POLKADOT BEAKER,1139.06,2838,0.5415555555555556
21397,BLUE POLKADOT EGG CUP,550.43,1075,1.0604615384615383
21398,RED POLKADOT COFFEE  MUG,729.5999999999999,1532,1.2461904761904763
21399,BLUE POLKADOT COFFEE MUG,869.6099999999999,2054,0.7973239436619718
21400,RED PUDDING SPOON,128.63,881,0.25069444444444444
21401,BLUE PUDDING SPOON,151.19,1052,0.24349397590361446
21402,RED  EGG  SPOON,185.51999999999998,1369,0.25717391304347825
21403,BLUE EGG  SPOON,322.18,1857,0.25075471698113205
21407,BROWN CHECK CAT DOORSTOP,1421.11,290,5.448623188405797
21408,SPOTTY PINK DUCK DOORSTOP,1282.81,285,5.934786324786325
21410,COUNTRY COTTAGE  DOORSTOP GREEN,8.47,1,8.47
21411,GINGHAM HEART  DOORSTOP RED,2961.83,785,4.917489711934157
21413,PERIWINKLE T-LIGHT HOLDER,75.02,48,1.7658823529411765
21414,SCALLOP SHELL SOAP DISH,2.1,1,2.1
21415,CLAM SHELL SMALL,446.02000000000004,219,2.722391304347826
21416,CLAM SHELL LARGE,18.75,5,3.75
21417,COCKLE SHELL DISH,629.8,340,2.994264705882353
21418,STARFISH SOAP DISH,189.75,74,3.488076923076923
21420,OYSTER TRINKET BOX,120.41,53,3.8560000000000003
21421,PORCELAIN ROSE LARGE,348.43,299,1.3821428571428573
21422,PORCELAIN ROSE SMALL,1295.0,1607,1.104285714285714
21424,WOODLAND STORAGE BOX LARGE,1401.02,346,5.450571428571429
21425,SKULLS STORAGE BOX LARGE,320.49,87,4.644
21426,WOODLAND STORAGE BOX SMALL,624.58,256,3.8434042553191494
21427,SKULLS STORAGE BOX SMALL,256.44,96,3.225853658536585
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,5163.63,1207,5.438282442748092
21429,RED GINGHAM ROSE JEWELLERY BOX,3391.15,1740,2.321786941580756
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,11905.95,3034,4.931106471816284
21439,BASKET OF TOADSTOOLS,1767.15,1430,1.5737404580152672
21441,BLUE BIRDHOUSE DECORATION,292.03,421,1.0741935483870966
21442,GREEN BIRDHOUSE DECORATION,307.94,437,1.0454237288135593
21445,12 PINK ROSE PEG PLACE SETTINGS,267.5,214,1.25
21446,12 RED ROSE PEG PLACE SETTINGS,630.92,449,1.5815315315315317
21447,12 IVORY ROSE PEG PLACE SETTINGS,1478.1,969,1.7138926174496645
21448,12 DAISY PEGS IN WOOD BOX,592.6199999999999,344,1.9166666666666667
21452,TOADSTOOL MONEY BOX,2549.11,817,3.657795698924731
21454,PAINTED PINK RABBIT,485.15999999999997,572,0.8598561151079136
21455,PAINTED YELLOW WOODEN DAISY,516.79,612,0.8565833333333333
21456,2 PICTURE BOOK EGGS EASTER CHICKS,222.22,171,1.492
21457,2 PICTURE BOOK EGGS EASTER DUCKS,165.89,124,1.6856
21458,2 PICTURE BOOK EGGS EASTER BUNNY,256.54,182,1.8213888888888887
21459,YELLOW EASTER EGG HUNT START POST,150.38,76,2.064736842105263
21460,GREEN EASTER EGG HUNT START POST,56.779999999999994,28,2.148181818181818
21461,BLUE EASTER EGG HUNT START POST,23.86,10,2.6766666666666663
21462,"NURSERY A,B,C PAINTED LETTERS",932.4,198,6.4089041095890416
21463,MIRRORED DISCO BALL,3435.05,649,5.797388059701492
21464,DISCO BALL ROTATOR BATTERY OPERATED,1055.25,249,4.245238095238095
21465,PINK FLOWER CROCHET FOOD COVER,897.8,237,3.934430379746835
21466,RED FLOWER CROCHET FOOD COVER,1116.89,304,3.8950892857142856
21467,CHERRY CROCHET FOOD COVER,1004.39,264,3.990096153846154
21468,BUTTERFLY CROCHET FOOD COVER,572.23,148,4.010606060606061
21469,POLKA DOT RAFFIA FOOD COVER,1085.32,290,3.8392134831460676
21470,FLOWER VINE RAFFIA FOOD COVER,1470.32,381,4.109357142857142
21471,STRAWBERRY RAFFIA FOOD COVER,2220.59,639,3.6676073619631904
21472,LADYBIRD + BEE RAFFIA FOOD COVER,476.41,123,4.1597297297297295
21473,SWEETHEART CREAM STEEL TABLE RECT,618.66,27,23.759999999999998
21476,STEEL SWEETHEART ROUND TABLE CREAM,699.63,41,18.561666666666664
21479,WHITE SKULL HOT WATER BOTTLE,20582.2,3915,4.986313725490196
21481,FAWN BLUE HOT WATER BOTTLE,11443.87,3307,4.10572
21484,CHICK GREY HOT WATER BOTTLE,8495.42,1871,5.187780487804877
21485,RETROSPOT HEART HOT WATER BOTTLE,17663.98,3524,5.63684375
21486,PINK HEART DOTS HOT WATER BOTTLE,147.88,36,4.042727272727273
21488,RED WHITE SCARF  HOT WATER BOTTLE,566.1700000000001,69,7.61125
21491,SET OF THREE VINTAGE GIFT WRAPS,1.95,1,1.95
21494,ROTATING LEAVES T-LIGHT HOLDER,3571.33,1928,2.6051265822784813
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,0.41769696969696973
21497,FANCY FONTS BIRTHDAY WRAP,3409.0,8550,0.4182608695652174
21498,RED RETROSPOT WRAP,4311.92,10526,0.4180357142857143
21499,BLUE POLKADOT WRAP,2809.34,6927,0.41695852534562206
21500,PINK POLKADOT WRAP,2593.0,6350,0.4169014084507042
21503,TOYBOX  WRAP,288.92,726,0.4165217391304348
21504,SKULLS GREETING CARD,778.89,1891,0.4853043478260869
21506,"FANCY FONT BIRTHDAY CARD,",2085.89,4922,0.509969040247678
21507,ELEPHANT BIRTHDAY CARD,474.78000000000003,1110,0.5482105263157895
21507,"ELEPHANT, BIRTHDAY CARD,",945.46,2210,0.5207185628742514
21508,VINTAGE KID DOLLY CARD,1041.94,2478,0.5551643192488263
21509,COWBOYS AND INDIANS BIRTHDAY CARD,1572.28,3741,0.5317883211678832
21518,BANK ACCOUNT  GREETING  CARD,132.44,318,0.47526315789473683
21519,GIN & TONIC DIET GREETING CARD,1389.22,3299,0.510609756097561
21520,BOOZE & WOMEN GREETING CARD,214.19,504,0.5127586206896552
21523,DOORMAT FANCY FONT HOME SWEET HOME,21593.74,3245,9.514820717131473
21524,DOORMAT SPOTTY HOME SWEET HOME,13572.06,1752,9.204553014553015
21527,RED RETROSPOT TRADITIONAL TEAPOT,3724.9900000000002,477,8.525724137931034
21528,DAIRY MAID TRADITIONAL TEAPOT,1557.57,215,7.704774774774775
21530,DAIRY MAID TOASTRACK,769.57,777,1.614952380952381
21531,RED RETROSPOT SUGAR JAM BOWL,3682.17,1516,2.9028225806451613
21533,RETROSPOT LARGE MILK JUG,6651.72,1351,5.303294117647059
21534,DAIRY MAID LARGE MILK JUG,1879.18,370,5.459615384615385
21535,RED RETROSPOT SMALL MILK JUG,5986.01,2487,2.7591618497109827
21537,RED RETROSPOT PUDDING BOWL,1387.96,332,4.504426229508196
21538,DAIRY MAID  PUDDING BOWL,18.75,5,3.75
21539,RED RETROSPOT BUTTER DISH,4743.900000000001,969,5.474541666666667
21544,SKULLS  WATER TRANSFER TATTOOS,1687.6799999999998,1972,1.1164
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,253.53000000000003,79,3.7117391304347827
21555,CERAMIC STRAWBERRY TRINKET TRAY,350.46999999999997,137,2.590869565217391
21556,CERAMIC STRAWBERRY MONEY BOX,2515.52,977,3.316695652173913
21557,SET OF 6 FUNKY BEAKERS,1843.6100000000001,551,4.164846625766871
21558,SKULL LUNCH BOX WITH CUTLERY,5550.22,2131,3.376298076923077
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,9735.380000000001,3933,3.130447504302926
21561,DINOSAUR LUNCH BOX WITH CUTLERY,3127.38,1281,3.0350467289719627
21562,HAWAIIAN GRASS SKIRT,380.36,324,1.4353571428571428
21563,RED HEART SHAPE LOVE BUCKET,2803.13,1395,3.200062893081761
21564,PINK  HEART SHAPE LOVE BUCKET,1831.6200000000001,1042,3.216341463414634
21576,LETS GO SHOPPING COTTON TOTE BAG,585.34,252,2.5892307692307694
21577,SAVE THE PLANET COTTON TOTE BAG,1664.8999999999999,720,2.7186285714285714
21578,WOODLAND DESIGN  COTTON TOTE BAG,1657.76,746,2.5840944881889762
21579,LOLITA  DESIGN  COTTON TOTE BAG,409.72,176,2.574
21580,RABBIT  DESIGN  COTTON TOTE BAG,444.07,181,2.890483870967742
21581,SKULLS  DESIGN  COTTON TOTE BAG,590.67,252,2.8841772151898732
21584,RETROSPOT SMALL TUBE MATCHES,1743.35,1059,1.6487012987012986
21586,KINGS CHOICE GIANT TUBE MATCHES,1721.8500000000001,743,2.5029850746268654
21587,COSY HOUR GIANT TUBE MATCHES,475.65000000000003,195,2.5344827586206895
21588,RETROSPOT GIANT TUBE MATCHES,3442.5,1494,2.5266666666666664
21591,COSY HOUR CIGAR BOX MATCHES,1996.1399999999999,1374,1.2598692810457515
21592,RETROSPOT CIGAR BOX MATCHES,2149.07,2149,1.1326008968609864
21594,Dr. Jam's Arouzer Stress Ball,8.34,2,4.17
21595,Dad's Cab Electronic Meter,16.94,2,8.47
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2086.69,763,3.0362337662337664
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,661.9300000000001,227,3.1461904761904766
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,153.29000000000002,51,3.2655555555555558
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1347.92,891,2.023623188405797
21616,4 PEAR BOTANICAL DINNER CANDLES,1288.34,822,1.964507042253521
21617,4 LILY  BOTANICAL DINNER CANDLES,1009.26,525,2.438653846153846
21618,4 WILDFLOWER BOTANICAL CANDLES,768.37,404,2.4651546391752577
21619,4 VANILLA BOTANICAL CANDLES,1476.4,974,1.9874545454545456
21620,SET OF 4 ROSE BOTANICAL CANDLES,1429.49,881,2.0507185628742515
21621,VINTAGE UNION JACK BUNTING,24525.83,2787,9.4460206185567
21622,VINTAGE UNION JACK CUSHION COVER,1982.64,380,5.838846153846154
21623,VINTAGE UNION JACK MEMOBOARD,22980.239999999998,3269,10.374389140271493
21624,VINTAGE UNION JACK DOORSTOP,1331.5600000000002,216,6.6444329896907215
21625,VINTAGE UNION JACK APRON,2939.51,407,8.065411764705884
21626,VINTAGE UNION JACK PENNANT,1584.8,794,2.2763999999999998
21627,ELEPHANT CARNIVAL POUFFE,1299.83,63,21.961489361702128
21628,TRIANGULAR POUFFE VINTAGE,1161.65,63,21.74878787878788
21629,SQUARE FLOOR CUSHION VINTAGE RED,672.05,71,10.515714285714285
21630,FLOOR CUSHION ELEPHANT CARNIVAL,718.14,69,12.1
21631,HIPPY CHIC DECORATIVE PARASOL,896.01,169,8.337407407407408
21632,VINTAGE PINK DECORATIVE PARASOL,489.74,88,8.200000000000001
21633,SUNFLOWER DECORATIVE PARASOL,895.46,125,10.163571428571428
21634,ASSORTED MINI MADRAS NOTEBOOK,481.95,976,0.8446428571428571
21635,MADRAS NOTEBOOK LARGE,374.96000000000004,271,2.263125
21636,MADRAS NOTEBOOK MEDIUM,705.16,913,0.8541333333333334
21637,ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,1.25
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,547.76,247,2.56675
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,633.8299999999999,650,1.138452380952381
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,451.59,1153,1.0971428571428572
21642,ASSORTED TUTTI FRUTTI PEN,830.7299999999999,2471,0.4958252427184466
21643,ASSORTED TUTTI FRUTTI MIRROR,743.31,550,1.8401666666666665
21644,ASSORTED TUTTI FRUTTI HEART BOX,268.75,215,1.25
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,224.70000000000002,107,2.1
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,982.79,729,1.878939393939394
21650,ASSORTED TUTTI FRUTTI BRACELET,692.85,2550,0.5017985611510791
21651,HANGING GLASS ETCHED TEALIGHT,198.57,127,1.7690909090909093
21654,RIDGED GLASS FINGER BOWL,504.67999999999995,974,0.9606666666666667
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,1.69
21656,RIDGED GLASS POSY VASE,444.58,219,2.208085106382979
